,Content,Category
6061,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. www.camsonline.com/dnldresult.asp?fname=Lwboc5a2x151804.pdf - SBIMF",Update
6062,",Your SIP instalment of Rs. 2000  in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-05-2018. Please note that the debit instruction would be sent to your bank STATE BANK OF INDIA and your account may be debited on or after the SIP due date - SBIMF",Update
6063,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. www.camsonline.com/dnldresult.asp?fname=Lb3dxr1mftsp841.pdf - SBIMF",Update
6064,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.923 units and  value of Rs.2,000.00  at NAV of 134.0235 is processed  subject to realization of funds-SBIMF",Update
6065,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. www.camsonline.com/dnldresult.asp?fname=L5ujo5jeoojs245.pdf - SBIMF",Update
6066,",""Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-09-2018. Please note that in case 20-09-2018 is a Non Business Day, your registered STATE BANK OF INDIA a/c may be debited on or after the following Business Day. If you had registered thru Internet SIP with """"View & Pay"""" option, please authorize each instalment amount through net banking on or before 20-09-2018 to avoid rejection by your bank - SBIMF",Update
6067,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.344 units and  value of Rs.2,000.00  at NAV of 139.4306 is processed  subject to realization of funds-SBIMF",Update
6068,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. https://www.camsonline.com/dnldresult.asp?fname=Le4rhm1uyexv609.pdf - SBIMF",Update
6069,",""Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-10-2018. Please note that in case 20-10-2018 is a Non Business Day, your registered STATE BANK OF INDIA a/c may be debited on or after the following Business Day. If you had registered thru Internet SIP with """"View & Pay"""" option, please authorize each instalment amount through net banking on or before 20-10-2018 to avoid rejection by your bank - SBIMF",Update
6070,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. https://www.camsonline.com/dnldresult.asp?fname=Lx2ys4k2opje882.pdf - SBIMF",Update
6071,",""Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-11-2018. Please note that in case 20-11-2018 is a Non Business Day, your registered STATE BANK OF INDIA a/c may be debited on or after the following Business Day. If you had registered thru Internet SIP with """"View & Pay"""" option, please authorize each instalment amount through net banking on or before 20-11-2018 to avoid rejection by your bank - SBIMF",Update
6072,",Please note that the base Total Expense Ratio (TER) of SBI Magnum Taxgain Scheme - Regular Plan will be change from 1.79% to 1.80% with effect from 29.11.2018-SBIMF",Update
6073,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-12-2018. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6074,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.415 units and  value of Rs.2,000.00  at NAV of 138.7448 is processed  subject to realization of funds-SBIMF",Update
6075,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. https://www.camsonline.com/dnldresult.asp?fname=L3rjuvhqup0q423.pdf - SBIMF",Update
6076,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. https://www.camsonline.com/dnldresult.asp?fname=Ly4wrmxdejxo735.pdf - SBIMF",Update
6077,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 13.981 units and  value of Rs.2,000.00  at NAV of 143.0505 is processed  subject to realization of funds-SBIMF",Update
6078,",Please click the link https://cams.co.in/6P7LHjxHcTS & enter PAN/FOLIO NO. to view statement of account for your latest transaction in FolioXXXXX312-SBIMF",Update
6079,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-04-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6080,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 13.901 units and  value of Rs.2,000.00  at NAV of 143.8717 is processed  subject to realization of funds-SBIMF",Update
6081,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-05-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6082,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 13.965 units and  value of Rs.2,000.00  at NAV of 143.2102 is processed  subject to realization of funds-SBIMF",Update
6083,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-06-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6084,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.063 units and  value of Rs.2,000.00  at NAV of 142.2214 is processed  subject to realization of funds-SBIMF",Update
6085,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-07-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6086,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.439 units and  value of Rs.2,000.00  at NAV of 138.5149 is processed  subject to realization of funds-SBIMF",Update
6087,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-09-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6088,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.680 units and  value of Rs.2,000.00  at NAV of 136.2359 is processed  subject to realization of funds-SBIMF",Update
6089,",Please click the link https://cams.co.in/3kYHy96GWWg & enter PAN/FOLIO NO. to view statement of account for your latest transaction in FolioXXXXX312-SBIMF",Update
6090,",Your SIP instalment of Rs. 2000 in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-10-2019. Please note that the amount would get debited to your  account with STATE BANK OF INDIA on or after the due date - SBIMF",Update
6091,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.359 units and  value of Rs.2,000.00  at NAV of 139.2860 is processed  subject to realization of funds-SBIMF",Update
6092,",Please click the link https://cams.co.in/1VxolmZ65gU & enter PAN/FOLIO NO. to view statement of account for your latest transaction in FolioXXXXX312-SBIMF",Update
6093,",""Airtel  Update: Payein jaankari apne call tariff, balance aur validity, special  offer, antim 5 katauti aur Advanced talktime ki, dial karein  *121*51#(tollfree)",Promotional
6094,",""Airtel  Update: Payein jaankari apne call tariff, balance aur validity, special  offer, antim 5 katauti aur Advanced talktime ki, dial karein  *121*51#(tollfree)",Promotional
6095,",""Dear Customer, FREE 1GB/day for 1 month on Airtel 4G has already been allocated to you. To claim now, call 51111(tollfree). For details, click airtel.in/4gupgrade",Promotional
6096,",""Chalo chalayen ek Jan Andolan taaki nahi rahe kahin kuposhan.Download """"Sai Poshan Desh Roshan"""" Hello tune free for 30 days.Call 57878036 (tollfree)",Promotional
6097,",""Kripya Dhyaan dein!Aapke Airtel Mobile ki sewayein mauzooda pack ki validity tak hi manya hongi.Pack expiry ke baad,sewayon ko jaari rakhne ke liye fir se recharge karna awashyak hai.Call dar ab 2.5p/sec ho gayi hai.Sasti call ka anand lene ke liye,dial karein *121*51# aur chune Unlimited call+data ya Smart Recharge",Promotional
6098,",""Dear Customer, to use mobile internet services without a data pack, SMS START to 1925 (toll free) or Call 1925. To deactivate, SMS STOP to 1925 or Call 1925",Promotional
6099,",""अलर्ट! आपके एयरटेल मोबाइल की आउटगोइंग सेवाएं मौजूदा पैक की वैधता तक मान्य हैं।पैक समाप्त होने के बाद, सेवाओं का आनंद लेते रहने के लिए,वैधता रीचार्ज करना ज़रूरी है। आउटगोइंग वैधता चैक करने और पैक की जानकारी के लिए, डायल *121*51#",Promotional
6100,",""Alert! Outgoing Services for your Airtel mobile are valid till current pack validity. After pack expiry, it is mandatory to do a validity recharge to continue enjoying the services. To check the Outgoing validity &pack information, dial *121*51#",Promotional
6101,",""ਪਿਆਰੇ ਗ੍ਰਾਹਕ, ਜੇਕਰ ਤੁਹਾਡੇ ਕੋਲ ਇੰਟਰਨੈਸ਼ਨਲ ਕਾਲ ਆਉਂਦੀ ਹੈ, ਜਿਸ ਵਿੱਚ ਦਿਖਾਇਆ ਗਿਆ ਨੰਬਰ ਭਾਰਤੀ ਹੈ ਜਾਂ ਕੋਈ ਵੀ ਨੰਬਰ ਦਿਖਾਈ ਨਹੀਂ ਦਿੰਦਾ ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਇਸਦੀ ਜਾਣਕਾਰੀ ਟੋਲਫ੍ਰੀ ਨੰਬਰ 1800110420/1963 ਤੇ ਦਿਓ",Promotional
6102,",""ਪਿਆਰੇ ਗ੍ਰਾਹਕ, ਜੇਕਰ ਤੁਹਾਡੇ ਕੋਲ ਇੰਟਰਨੈਸ਼ਨਲ ਕਾਲ ਆਉਂਦੀ ਹੈ, ਜਿਸ ਵਿੱਚ ਦਿਖਾਇਆ ਗਿਆ ਨੰਬਰ ਭਾਰਤੀ ਹੈ ਜਾਂ ਕੋਈ ਵੀ ਨੰਬਰ ਦਿਖਾਈ ਨਹੀਂ ਦਿੰਦਾ ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਇਸਦੀ ਜਾਣਕਾਰੀ ਟੋਲਫ੍ਰੀ ਨੰਬਰ 1800110420/1963 ਤੇ ਦਿਓ",Promotional
6103,",""Airtel update: 4G sewayein ab aapke kshetra mein! Ho jayein 4G anubhav ke liye taiyar, Airtel SMART 4G Data SIM ke sath. 4G Data SIM (nishulk) Airtel store par uplabdh. Nazdiki store ke liye, SMS karein ARC <PINCODE> 121 par",Promotional
6104,",""Congrats! You have won Free Airtel TV Subscription worth Rs 450 on your unlimited pack. Enjoy LIVE TV and exclusive shows along with Unlimited National Calls and daily data on your current pack. To download Airtel TV App, click www.airtel.in/airteltv . T&C apply.",Promotional
6105,",""Airtel update: 4G sewayein ab aapke kshetra mein! Ho jayein 4G anubhav ke liye taiyar, Airtel SMART 4G Data SIM ke sath. 4G Data SIM (nishulk) Airtel store par uplabdh. Nazdiki store ke liye, SMS karein ARC <PINCODE> 121 par",Promotional
6106,",""Kya Aap Jaante hain, Airtel ke Unlimited pack par ALL INDIA ROAMING calls hain bilkul FREE, India ke kisi bhi shehar mein. Unlimited pack ki jankari ke liye dial karein *121*51#",Promotional
6107,",""Last Chance!Take FULL BODY checkup at HOME before DIWALI, only @Rs.499 for 41 tests like Diabetes, Thyroid, Kidney, etc. Book now @ http://1kx.in/Gk4nnx",Promotional
6108,",Hii hello ki krdi aa",Primary
6109,",Ki yaar  chal lee jaougi",Primary
6110,",Okay  tik as g",Primary
6111,",Okay yaar kr langi",Primary
6112,",Meenakshi mujhe Lene koi  ayenge na hmmm",Primary
6113,",Mainu time lag Jana VA ok main aa jaoungi ok g",Primary
6114,",Mai church aa",Primary
6115,", AJ mainn study krni aa",Primary
6116,",Nhi yaar kl aa jaoungi yaar ",Primary
6117,",Ki hoy g",Primary
6118,",Delete mat  karna us audio Ko.... Plz ok g",Primary
6119,",Mujhe Ane me time lag jayega g",Primary
6120,",Aa Rahi hoo g",Primary
6121,",Mera wait mat krna ",Primary
6122,",App chale Jana mandir me main late hoo jaoungi ",Primary
6123,",Main tera saman Lene ayi thi nhi Milla mujhe ",Primary
6124,",Tu pauch mainn waha millti hoo tere ko",Primary
6125,",Hun kida Ava mainu time Lage ga ",Primary
6126,",Kisi Da saman de ke aundi aa",Primary
6127,",Acha g ",Primary
6128,",Tik aa",Primary
6129,",Aa rhi aa yaar tere kol",Primary
6130,",Ok ",Primary
6131,",Aaaa gyi main ",Primary
6132,", Hnji Abhi college hi hoo ajj Western kapre pehnge ok g",Primary
6133,",Ohhk",Primary
6134,",Hale Sanu Jaan ngi dende aa",Primary
6135,",Aaa lagi aa",Primary
6136,",Mera net ruk ruk k chlda ok",Primary
6137,",Msg hege ta ithe kr",Primary
6138,",Ok",Primary
6139,",G",Primary
6140,",Boban Ko batane ki koi jarurat nhi aa ",Primary
6141,",Tu hun sad kuo ki hoya",Primary
6142,",Pdhi ni aj",Primary
6143,",Mera Dil nhi lag Raha yaar ",Primary
6144,",Thik h nhi bstaugi",Primary
6145,",Bhaut thak gyi hoo  logo   ki baatein sun sun ke yaar  ",Primary
6146,",Dil nhi krta jeene ko ",Primary
6147,",Mujhe khabhi mat bolna Boban ke ghr Jane ke liye ok ",Primary
6148,",Kithe jan da dil kr ra ki",Primary
6149,",Ek baat sun tu un sbko bilkul bulana chod de jo bolte h jinone tuje hurt kiya bilkul bulana chod de fir dkh unko feel hoga",Primary
6150,",Kithe jan da dil kr ra ki",Primary
6151,",Apni life se e cut krde unko aur khud ko mst rkh ",Primary
6152,",Hmmmm ",Primary
6153,",Mere wajah se Oskar zayada dukhi ho janda VA  ",Primary
